"","source","id","type","date","year","decade","lat","lon","source2","OBJECTID","Tax_ID_Rel","ELCODE","Sci_Name","Com_name","Locational","PODS_UUID","OBJECTID_1","Tax_ID_R_1","ELCODE_1","Sci_Name_1","Com_name_1","Location_1","Observat_1","PODS_UUI_1","Rec_Submis","Rec_Subm_1","Rec_Create","Rec_Crea_1","Rec_Update","Rec_Upda_1","Rec_Upda_2","Biotics_So","Survey_Rec","Survey_For","Survey_Oth","Institute","Accsn_No","Location","Loc_Uncert","SPX","SPY","UTMZone","UTME","UTMN","Latitude","Longitude","Town_Range","Sect","Sect_Comme","Elevation_","Gen_Elevat","County","Gen_County","Mapping_Co","Agency","Observat_2","Observat_3","Species_Ob","Habitat_Ob","Location_U","Unknown_Se","Males","Females","Pairs","Juveniles","Immature","Eggs","Nest","pt_source","Original_S","Original_C","Observat_4","Observers","Dataset","State_X_Fe","State_Y_Fe","HUC12"
"19","ORBIC","ORBIC13","sighting",1990-06-07,1990,"1990s",42.59933888,-122.1788375,"NRM",332297,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f55604e8-7ca9-11e4-9ce2-f8b156a11174",332297,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"6/7/1990","f55604e8-7ca9-11e4-9ce2-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000567459471645385262326001370",NA,NA,NA,400,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Klamath",NA,"USFS",1,NA,"Species Condition is Healthy;  Owner R06F20A; SiteID 1621 VisitNo 1;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102);    Owner ;TRS: 34S 05E 24 Qtr16: ;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), MENANNO (Unknown)",NA,860252.1709,314271.96,180102030301
"20","ORBIC","ORBIC14","carcass",1990-05-15,1990,"1990s",42.56882884,-122.1783737,"NRM",332783,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f561ebc5-7ca9-11e4-87ca-f8b156a11174",332783,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/15/1990","f561ebc5-7ca9-11e4-87ca-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000567530471306585262326001371",NA,NA,NA,400,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Klamath",NA,"USFS",1,NA,"Species Condition is Dead;  Owner R06F20A; SiteID 1622 VisitNo 1;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102);    Owner ;TRS: 34S 05E 36 Qtr16: ;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), MENANNO (Unknown)",NA,860149.718,303150.3117,180102030303
"21","ORBIC","ORBIC15","carcass",1994-05-20,1994,"1990s",42.72572906,-122.075054,"NRM",333633,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f574fece-7ca9-11e4-93c0-f8b156a11174",333633,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/20/1994","f574fece-7ca9-11e4-93c0-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000575820473057585262326000715",NA,NA,NA,400,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Klamath",NA,"USFS",1,NA,"Species Condition is Dead;  Owner R06F20A; SiteID 834 VisitNo 1;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102);    Owner ;TRS: 33S 06E 12 Qtr16: ;Remarks: crossing rd",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), SID HIGH (Experienced)",NA,889079.4134,359779.8933,180102030105
"22","ORBIC","ORBIC16","unknown",1972-05-19,1972,"1970s",45.10784766,-121.9793703,"NRM",346057,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f6ac460e-7ca9-11e4-8298-f8b156a11174",346057,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/19/1972","f6ac460e-7ca9-11e4-8298-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000580386499523984816863003793",NA,NA,NA,400,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Clackamas",NA,"USFS",1,NA,"Species Condition is Unknown;  Owner R06F06D05A; SiteID 73803 VisitNo 1;  Activity? ; Protocol Met? ;      Owner ;TRS: 5S 7E 29 Qt",NA,"Unknown",2,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), RD (Unknown)",NA,930432.3376,1227398.344,170900110306
"23","ORBIC","ORBIC17","sighting",1994-07-13,1994,"1990s",44.98458006,-122.00882,"NRM",346798,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f6bce81a-7ca9-11e4-a0ae-f8b156a11174",346798,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"7/13/1994","f6bce81a-7ca9-11e4-a0ae-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000578237498151684816863004146",NA,NA,NA,400,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Clackamas",NA,"USFS",1,NA,"Species Condition is Healthy;                       forest                                   roadOwner R06F06D05A; SiteID 74379 VisitNo 1;  Activity? ; Protocol Met? ;      Owner ;TRS: 7S 7E 6 Qtr16:",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), LESLIE MEAD (Unknown)",NA,922004.9316,1182606.308,170900110107
"24","ORBIC","ORBIC18","unknown",1969-09-14,1969,"1960s",45.03279695,-121.8785755,"NRM",350393,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f714f32f-7ca9-11e4-9232-f8b156a11174",350393,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"9/14/1969","f714f32f-7ca9-11e4-9232-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000588431498700784816863003792",NA,NA,NA,400,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Clackamas",NA,"USFS",1,NA,"Species Condition is Unknown;  Owner R06F06D05A; SiteID 73802 VisitNo 1;  Activity? ; Protocol Met? ;      Owner ;TRS: 6S 8E 19 Qt",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), DG (Unknown)",NA,955990.7114,1199588.851,170900110305
"25","ORBIC","ORBIC19","carcass",2008-08-26,2008,"2000s",44.46734838,-121.1624282,"NRM",352005,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"f73d898d-7ca9-11e4-b01f-f8b156a11174",352005,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"8/26/2008","f73d898d-7ca9-11e4-b01f-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"42523c43-745b-40f6-b885-6d5a60472336",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Jefferson",NA,"USFS",1,NA,NA,NA,"Failed Reproduction",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Found Dead","RHOADES, JODIE (Experienced)",NA,1139435.7,991178.7755,170703051101
"26","ORBIC","ORBIC20","sighting",1997-01-13,1997,"1990s",44.48948336,-121.0462065,"NRM",352174,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"f73fd3c2-7ca9-11e4-867f-f8b156a11174",352174,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"1/13/1997","f73fd3c2-7ca9-11e4-867f-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"05db7b6e-8046-45d2-b532-fcac04c039c3",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Jefferson",NA,"USFS",1,NA,NA,NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), USFS EMPLOYEE (Unknown)",NA,1169823.409,999023.2503,170703060202
"27","ORBIC","ORBIC21","carcass",2008-10-01,2008,"2000s",44.47856654,-121.1179863,"NRM",352379,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"f746ff6a-7ca9-11e4-b83e-f8b156a11174",352379,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"10/1/2008","f746ff6a-7ca9-11e4-b83e-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"a18fd7ce-5299-4e0a-a2ad-5a255e20e930",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Jefferson",NA,"USFS",1,NA,NA,NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Found Dead","RHOADES, JODIE (Experienced)",NA,1151065.834,995177.0894,170703060204
"28","ORBIC","ORBIC22","sighting",1994-05-25,1994,"1990s",44.52732339,-120.5759113,"NRM",352635,3,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f74bbaa8-7ca9-11e4-b0b6-f8b156a11174",352635,3,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/25/1994","f74bbaa8-7ca9-11e4-b0b6-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000692715493310485423816001005",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Crook",NA,"USFS",1,NA,"Species Condition is Healthy;  Owner R06F07D03A; SiteID 648 VisitNo 1;  Activity? Y; Protocol Met? ;  Habitat is Riparian (listed in 101 and 103);    Owner USFS;TRS: 12S 18E 16 Qtr16: ;Remarks: trout Creek Ri",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), A.FLOCK (Limited Experience)",NA,1292540.042,1012350.696,170703070103
"29","ORBIC","ORBIC23","sighting",1990-09-17,1990,"1990s",44.52509313,-120.5763404,"NRM",353248,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f75c5c27-7ca9-11e4-8a5e-f8b156a11174",353248,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"9/17/1990","f75c5c27-7ca9-11e4-8a5e-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000692689493285685423816000996",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Crook",NA,"USFS",1,NA,"Species Condition is Healthy;  Owner R06F07D03A; SiteID 638 VisitNo 1;  Activity? Y; Protocol Met? ;      Owner USFS;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), W.CARTER (Experienced)",NA,1292427.387,1011537.886,170703070103
"30","ORBIC","ORBIC24","sighting",1994-09-13,1994,"1990s",43.96634958,-120.2689103,"NRM",353376,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f75ecd40-7ca9-11e4-90cf-f8b156a11174",353376,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"9/13/1994","f75ecd40-7ca9-11e4-90cf-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000719183487156485423816001357",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Crook",NA,"USFS",1,NA,"Species Condition is Healthy;  Owner R06F07D03A; SiteID 1125 VisitNo 1;  Activity? Y; Protocol Met? ;      Owner ;TRS: 18S 20E 36 Qtr16: ;Remarks: 1",NA,"Unknown",2,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), T.SHINN (Experienced)",NA,1373163.619,807968.1554,170703040102
"31","ORBIC","ORBIC25","sighting",1989-05-08,1989,"1980s",44.23956209,-119.8569856,"NRM",355192,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f789adbb-7ca9-11e4-ba96-f8b156a11174",355192,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/8/1989","f789adbb-7ca9-11e4-ba96-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000751069490308885423816002042",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Crook",NA,"USFS",1,NA,"RAN UP TREEOwner R06F07D02A; SiteID 1801 VisitNo 1; Visit Purpose is General Survey Visit; Activity? Y; Protocol Met? ; Site Status is Active;     Owner PVT;TRS: 15S 24E 28 Qtr16: NWSW;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), S.CHRISTY (Experienced)",NA,1480814.185,908118.0118,170703030902
"32","ORBIC","ORBIC26","sighting",2002-06-22,2002,"2000s",44.19116317,-119.8584139,"NRM",355546,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f790d9d6-7ca9-11e4-ae60-f8b156a11174",355546,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"6/22/2002","f790d9d6-7ca9-11e4-ae60-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000751161489770785423816002561",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Crook",NA,"USFS",1,NA,"WALKING DOWN BEAVER CREEK ON PRIVATE LANDOwner R06F07D02A; SiteID 3353 VisitNo 1;  Activity? Y; Protocol Met? ;      Owner PVT;TRS: 16S 24E 16 Qtr16: NWNW;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), RENEE ROUFS (Experienced)",NA,1480577.791,890475.7587,170703030904
